,Unnamed: 0,SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,AGE_RANGE,DAYS_EMPLOYED_RANGE,DAYS_REGISTRATION_RANGE,DAYS_ID_PUBLISH_RANGE,DAYS_LAST_PHONE_CHANGE_RANGE,AGE_RANGE_D,TARGET_D
176,176,100205,0.0,Cash loans,F,N,Y,0,63000.0,808650.0,26217.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018209,9.0,1,1,0,1,0,0,Laborers,2.0,3,3,TUESDAY,11,0,0,0,0,0,0,Housing,0.5061548086628039,0.0462155273798622,0.5495965024956946,0.1392,0.1753,0.9856,0.8028,0.2698,0.0,0.3448,0.1667,0.0417,0.0957,0.1135,0.1203,0.0,0.041,0.1418,0.1819,0.9856,0.8105,0.2723,0.0,0.3448,0.1667,0.0417,0.0979,0.124,0.1253,0.0,0.0434,0.1405,0.1753,0.9856,0.8054,0.2715,0.0,0.3448,0.1667,0.0417,0.0974,0.1154,0.1224,0.0,0.0419,reg oper account,block of flats,0.1475,"Stone, brick",No,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,5,2,2,entre 50-65 ans,credit non remboursé
177,177,100206,0.0,Cash loans,M,Y,N,1,157500.0,318528.0,25294.5,252000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.0228,12.0,1,1,0,1,1,1,Drivers,3.0,2,2,FRIDAY,8,0,0,0,0,1,1,Business Entity Type 3,0.5061548086628039,0.1642589058565359,0.5334816299804352,0.088,0.0765,0.9816,0.7552,0.0213,0.0,0.1379,0.1667,0.2083,0.0482,0.0756,0.0749,0.0,0.0036,0.084,0.0749,0.9816,0.7648,0.0192,0.0,0.1379,0.1667,0.2083,0.0459,0.0771,0.0733,0.0,0.0011,0.0874,0.0761,0.9816,0.7585,0.021,0.0,0.1379,0.1667,0.2083,0.0487,0.077,0.0754,0.0,0.0031,reg oper account,block of flats,0.069,Panel,No,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,2,3,4,4,1,entre 27-40 ans,credit non remboursé
178,178,100207,0.0,Cash loans,F,N,Y,0,157500.0,700830.0,22738.5,585000.0,"Spouse, partner",Working,Secondary / secondary special,Civil marriage,House / apartment,0.01885,9.0,1,1,0,1,0,0,Waiters/barmen staff,2.0,2,2,SATURDAY,10,0,0,0,0,0,0,Government,0.5061548086628039,0.6717825437089173,0.5937175866150576,0.088,0.0765,0.9816,0.7552,0.0213,0.0,0.1379,0.1667,0.2083,0.0482,0.0756,0.0749,0.0,0.0036,0.084,0.0749,0.9816,0.7648,0.0192,0.0,0.1379,0.1667,0.2083,0.0459,0.0771,0.0733,0.0,0.0011,0.0874,0.0761,0.9816,0.7585,0.021,0.0,0.1379,0.1667,0.2083,0.0487,0.077,0.0754,0.0,0.0031,reg oper account,block of flats,0.069,Panel,No,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,3,4,4,1,4,entre 40-50 ans,credit non remboursé
179,179,100208,0.0,Cash loans,M,N,N,1,180000.0,888840.0,29016.0,675000.0,Family,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.007114,9.0,1,1,0,1,0,0,Laborers,3.0,2,2,FRIDAY,11,0,0,0,0,0,0,Self-employed,0.3427122104865105,0.6344549499357989,0.7062051096536562,0.0351,0.0547,0.9886,0.8436,0.0099,0.0,0.1034,0.1667,0.2083,0.0482,0.0286,0.0451,0.0039,0.0062,0.0357,0.0568,0.9886,0.8497,0.01,0.0,0.1034,0.1667,0.2083,0.0459,0.0312,0.047,0.0039,0.0066,0.0354,0.0547,0.9886,0.8457,0.01,0.0,0.1034,0.1667,0.2083,0.0487,0.0291,0.0459,0.0039,0.0063,reg oper account,block of flats,0.0409,Mixed,No,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,2.0,2,3,3,4,2,entre 27-40 ans,credit non remboursé
180,180,100209,1.0,Revolving loans,M,N,Y,3,180000.0,540000.0,27000.0,540000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.02461,9.0,1,1,0,1,0,0,High skill tech staff,5.0,2,2,THURSDAY,18,0,0,0,0,0,0,Construction,0.5061548086628039,0.3721102589242765,0.5064842396679806,0.088,0.0765,0.9816,0.7552,0.0213,0.0,0.1379,0.1667,0.2083,0.0482,0.0756,0.0749,0.0,0.0036,0.084,0.0749,0.9816,0.7648,0.0192,0.0,0.1379,0.1667,0.2083,0.0459,0.0771,0.0733,0.0,0.0011,0.0874,0.0761,0.9816,0.7585,0.021,0.0,0.1379,0.1667,0.2083,0.0487,0.077,0.0754,0.0,0.0031,reg oper account,block of flats,0.069,Panel,No,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,3,2,2,2,1,entre 40-50 ans,credit remboursé
181,181,100210,0.0,Cash loans,F,N,Y,1,202500.0,771493.5,25627.5,666000.0,Unaccompanied,Working,Higher education,Separated,House / apartment,0.005313,9.0,1,1,0,1,0,0,Core staff,2.0,2,2,MONDAY,12,0,0,0,0,0,0,School,0.5061548086628039,0.6219784526230758,0.7449321846094795,0.1763,0.0933,0.998,0.7552,0.0213,0.12,0.1034,0.3333,0.2083,0.064,0.0756,0.0866,0.0,0.0,0.1796,0.0968,0.998,0.7648,0.0192,0.1208,0.1034,0.3333,0.2083,0.0655,0.0771,0.0903,0.0,0.0,0.178,0.0933,0.998,0.7585,0.021,0.12,0.1034,0.3333,0.2083,0.0651,0.077,0.0882,0.0,0.0,reg oper account,block of flats,0.1562,Panel,No,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,3,1,2,1,3,entre 40-50 ans,credit non remboursé
182,182,100211,0.0,Cash loans,M,N,N,3,225000.0,746280.0,49873.5,675000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.006233,9.0,1,1,1,1,0,0,Cooking staff,5.0,2,2,TUESDAY,14,0,0,0,1,1,0,Other,0.5061548086628039,0.5750860506591902,0.3077366963789207,0.0742,0.0765,0.9846,0.7552,0.0213,0.08,0.069,0.3333,0.2083,0.0482,0.0756,0.0757,0.0,0.0169,0.0756,0.0749,0.9846,0.7648,0.0192,0.0806,0.069,0.3333,0.2083,0.0459,0.0771,0.0789,0.0,0.0178,0.0749,0.0761,0.9846,0.7585,0.021,0.08,0.069,0.3333,0.2083,0.0487,0.077,0.0771,0.0,0.0172,reg oper account,block of flats,0.064,Panel,No,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.0,2,1,1,1,1,entre 27-40 ans,credit non remboursé
183,183,100213,0.0,Cash loans,F,N,N,2,49500.0,278460.0,19930.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.031329,9.0,1,1,0,1,0,1,Laborers,4.0,2,2,SUNDAY,10,0,0,0,0,0,0,Industry: type 3,0.5497171405900174,0.4953660887502677,0.5814837058057234,0.0619,0.053,0.9771,0.6872,0.0078,0.0,0.1379,0.1667,0.2083,0.0115,0.0756,0.054,0.0,0.0,0.063,0.055,0.9772,0.6994,0.0079,0.0,0.1379,0.1667,0.2083,0.0118,0.0771,0.0563,0.0,0.0,0.0625,0.053,0.9771,0.6914,0.0079,0.0,0.1379,0.1667,0.2083,0.0117,0.077,0.055,0.0,0.0,reg oper account,block of flats,0.0425,Panel,No,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,2,2,1,4,4,entre 27-40 ans,credit non remboursé
184,184,100214,1.0,Cash loans,F,N,Y,1,202500.0,436032.0,28516.5,360000.0,Unaccompanied,Commercial associate,Higher education,Civil marriage,House / apartment,0.032561,9.0,1,1,0,1,1,0,Laborers,3.0,1,1,WEDNESDAY,14,0,0,0,0,0,0,Business Entity Type 3,0.5061548086628039,0.5002314931327102,0.5334816299804352,0.088,0.0765,0.9816,0.7552,0.0213,0.0,0.1379,0.1667,0.2083,0.0482,0.0756,0.0749,0.0,0.0036,0.084,0.0749,0.9816,0.7648,0.0192,0.0,0.1379,0.1667,0.2083,0.0459,0.0771,0.0733,0.0,0.0011,0.0874,0.0761,0.9816,0.7585,0.021,0.0,0.1379,0.1667,0.2083,0.0487,0.077,0.0754,0.0,0.0031,reg oper account,block of flats,0.069,Panel,No,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,2,1,3,1,1,entre 27-40 ans,credit remboursé
185,185,100215,0.0,Cash loans,F,Y,N,0,90000.0,227520.0,8172.0,180000.0,Unaccompanied,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0.025164,11.0,1,0,0,1,1,0,Laborers,2.0,2,2,THURSDAY,13,0,0,0,0,0,0,XNA,0.5061548086628039,0.2653117484731741,0.6413682574954046,0.033,0.0146,0.9692,0.5784,0.0408,0.0,0.1034,0.125,0.1667,0.0145,0.021,0.038,0.027,0.0296,0.0336,0.0152,0.9692,0.5949,0.0412,0.0,0.1034,0.125,0.1667,0.0149,0.023,0.0396,0.0272,0.0313,0.0333,0.0146,0.9692,0.584,0.0411,0.0,0.1034,0.125,0.1667,0.0148,0.0214,0.0387,0.0272,0.0302,reg oper account,block of flats,0.0586,Mixed,No,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,5.0,0.0,5.0,4,3,5,4,3,entre 50-65 ans,credit non remboursé
186,186,100216,0.0,Cash loans,F,N,N,0,90000.0,67500.0,6705.0,67500.0,Unaccompanied,Working,Secondary / secondary special,Married,Municipal apartment,0.018209,9.0,1,1,1,1,1,0,Sales staff,2.0,3,3,TUESDAY,13,0,0,0,0,0,0,Business Entity Type 3,0.6200196960355097,0.7094531689636673,0.5334816299804352,0.1969,0.143,0.9876,0.7552,0.0213,0.2,0.1724,0.3333,0.2083,0.051,0.0756,0.1281,0.0,0.0564,0.2006,0.1484,0.9876,0.7648,0.0192,0.2014,0.1724,0.3333,0.2083,0.0521,0.0771,0.1334,0.0,0.0598,0.1988,0.143,0.9876,0.7585,0.021,0.2,0.1724,0.3333,0.2083,0.0518,0.077,0.1304,0.0,0.0576,reg oper account,block of flats,0.1658,Panel,No,1.0,0.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,5,4,1,entre 50-65 ans,credit non remboursé
187,187,100217,0.0,Cash loans,F,N,N,0,180000.0,254700.0,25321.5,225000.0,Family,Working,Secondary / secondary special,Separated,House / apartment,0.00496,9.0,1,1,0,1,0,1,Laborers,1.0,2,2,MONDAY,14,0,0,0,0,0,0,Self-employed,0.5216328501389592,0.3914359469034673,0.4276573700350293,0.0082,0.0765,0.9518,0.7552,0.0213,0.0,0.1379,0.0417,0.2083,0.0482,0.0756,0.0749,0.0,0.0036,0.0084,0.0749,0.9518,0.7648,0.0192,0.0,0.1379,0.0417,0.2083,0.0459,0.0771,0.0733,0.0,0.0011,0.0083,0.0761,0.9518,0.7585,0.021,0.0,0.1379,0.0417,0.2083,0.0487,0.077,0.0754,0.0,0.0031,reg oper account,block of flats,0.0015,Panel,No,1.0,0.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,1.0,2,2,4,4,1,entre 27-40 ans,credit non remboursé
188,188,100218,0.0,Cash loans,M,Y,Y,0,337500.0,876078.0,49050.0,765000.0,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,0.072508,3.0,1,1,0,1,0,0,Drivers,1.0,1,1,SATURDAY,12,0,0,0,0,0,0,Business Entity Type 3,0.667166655817305,0.7494092451416423,0.3376727217405312,0.088,0.0765,0.9876,0.7552,0.0213,0.0,0.1379,0.1667,0.2083,0.0482,0.0756,0.2256,0.0,0.0063,0.084,0.0749,0.9876,0.7648,0.0192,0.0,0.1379,0.1667,0.2083,0.0459,0.0771,0.235,0.0,0.0067,0.0874,0.0761,0.9876,0.7585,0.021,0.0,0.1379,0.1667,0.2083,0.0487,0.077,0.2296,0.0,0.0065,reg oper account,block of flats,0.2152,Panel,No,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,2,1,5,4,1,entre 27-40 ans,credit non remboursé
189,189,100219,0.0,Cash loans,M,N,Y,1,315000.0,2250000.0,83515.5,2250000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.032561,9.0,1,1,0,1,0,1,Core staff,3.0,1,1,FRIDAY,16,0,0,0,0,0,0,Business Entity Type 3,0.3800918342678742,0.6933579251678945,0.5334816299804352,0.4753,0.0694,0.995,0.7552,0.0213,0.52,0.1724,0.9583,0.2083,0.1213,0.0756,0.6651,0.0,0.3558,0.4842,0.072,0.995,0.7648,0.0192,0.5236,0.1724,0.9583,0.2083,0.1241,0.0771,0.693,0.0,0.3767,0.4799,0.0694,0.995,0.7585,0.021,0.52,0.1724,0.9583,0.2083,0.1234,0.077,0.6771,0.0,0.3633,reg oper account,block of flats,0.6216,Monolithic,No,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,2,3,1,3,2,entre 27-40 ans,credit non remboursé
190,190,100220,0.0,Cash loans,F,N,Y,0,225000.0,1040985.0,30568.5,909000.0,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,0.0038179999999999,9.0,1,1,0,1,0,0,Sales staff,1.0,2,2,TUESDAY,6,0,0,0,0,0,0,Self-employed,0.5061548086628039,0.6263387445759298,0.6075573001388961,0.0907,0.1012,0.9816,0.7484,0.0213,0.0,0.2069,0.1667,0.2083,0.0482,0.074,0.0854,0.0,0.039,0.0924,0.105,0.9816,0.7583,0.0192,0.0,0.2069,0.1667,0.2083,0.0459,0.0808,0.0889,0.0,0.0413,0.0916,0.1012,0.9816,0.7518,0.021,0.0,0.2069,0.1667,0.2083,0.0487,0.0752,0.0869,0.0,0.0398,reg oper account,block of flats,0.0681,Panel,No,2.0,0.0,2.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,1.0,3,1,2,4,3,entre 40-50 ans,credit non remboursé
191,191,100221,0.0,Cash loans,F,N,Y,0,225000.0,684054.0,77494.5,630000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Widow,House / apartment,0.006629,9.0,1,1,0,1,1,0,Laborers,1.0,2,2,TUESDAY,9,0,0,0,0,0,0,Bank,0.5061548086628039,0.5924589685675292,0.7366226976503176,0.2598,0.1158,0.9791,0.7144,0.0213,0.0,0.2069,0.1667,0.2083,0.0218,0.1765,0.0935,0.1622,0.0319,0.2647,0.1202,0.9791,0.7256,0.0192,0.0,0.2069,0.1667,0.2083,0.0223,0.1928,0.0974,0.1634,0.0338,0.2623,0.1158,0.9791,0.7182,0.021,0.0,0.2069,0.1667,0.2083,0.0222,0.1796,0.0952,0.163,0.0326,reg oper account,block of flats,0.0805,Block,No,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,4.0,4,0,5,4,1,entre 50-65 ans,credit non remboursé
192,192,100224,0.0,Cash loans,F,Y,Y,2,225000.0,1256400.0,36864.0,900000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.0196889999999999,7.0,1,1,0,1,0,0,Laborers,4.0,2,2,TUESDAY,9,0,0,0,0,0,0,Business Entity Type 3,0.5061548086628039,0.5986321123746743,0.3441550073724169,0.0742,0.0564,0.9826,0.762,0.0044,0.08,0.069,0.3333,0.0417,0.0403,0.0605,0.0762,0.0,0.0,0.0756,0.0585,0.9826,0.7713,0.0044,0.0806,0.069,0.3333,0.0417,0.0412,0.0661,0.0794,0.0,0.0,0.0749,0.0564,0.9826,0.7652,0.0044,0.08,0.069,0.3333,0.0417,0.041,0.0616,0.0776,0.0,0.0,org spec account,block of flats,0.0726,Panel,No,4.0,2.0,4.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,5,3,1,entre 27-40 ans,credit non remboursé
193,193,100225,0.0,Cash loans,M,Y,N,2,157500.0,720000.0,28552.5,720000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,With parents,0.030755,7.0,1,1,0,1,1,0,Sales staff,4.0,2,2,THURSDAY,10,0,0,0,0,1,1,Self-employed,0.5061548086628039,0.7221783702089665,0.6347055309763198,0.088,0.0765,0.9816,0.7552,0.0213,0.0,0.1379,0.1667,0.2083,0.0482,0.0756,0.0749,0.0,0.0036,0.084,0.0749,0.9816,0.7648,0.0192,0.0,0.1379,0.1667,0.2083,0.0459,0.0771,0.0733,0.0,0.0011,0.0874,0.0761,0.9816,0.7585,0.021,0.0,0.1379,0.1667,0.2083,0.0487,0.077,0.0754,0.0,0.0031,reg oper account,block of flats,0.069,Panel,No,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,2,4,3,4,2,entre 27-40 ans,credit non remboursé
194,194,100226,0.0,Revolving loans,F,N,N,2,112500.0,270000.0,13500.0,270000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0096569999999999,9.0,1,1,0,1,0,0,Sales staff,4.0,2,2,TUESDAY,16,0,0,0,0,0,0,Self-employed,0.3941632655162739,0.6365722494978974,0.5334816299804352,0.1148,0.084,0.9945,0.9252,0.0034,0.0932,0.1262,0.3054,0.3471,0.0393,0.0936,0.1036,0.0,0.0,0.063,0.0955,0.9975,0.9673,0.0,0.0,0.1379,0.375,0.4167,0.0151,0.0551,0.0637,0.0,0.0,0.1218,0.0921,0.9975,0.9665,0.0,0.12,0.1379,0.375,0.4167,0.0206,0.1,0.1027,0.0,0.0,reg oper account,block of flats,0.0544,Panel,No,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,2,1,1,3,1,entre 27-40 ans,credit non remboursé
195,195,100227,0.0,Cash loans,M,N,N,0,292500.0,1024740.0,55719.0,900000.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.006207,9.0,1,1,1,1,1,0,Managers,1.0,2,2,WEDNESDAY,14,0,0,0,1,1,0,Self-employed,0.4129435398173111,0.6348960636020012,0.2970866116472028,0.088,0.0765,0.9816,0.7552,0.0213,0.0,0.1379,0.1667,0.2083,0.0482,0.0756,0.0749,0.0,0.0036,0.084,0.0749,0.9816,0.7648,0.0192,0.0,0.1379,0.1667,0.2083,0.0459,0.0771,0.0733,0.0,0.0011,0.0874,0.0761,0.9816,0.7585,0.021,0.0,0.1379,0.1667,0.2083,0.0487,0.077,0.0754,0.0,0.0031,reg oper account,block of flats,0.069,Panel,No,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,2,1,4,3,2,entre 27-40 ans,credit non remboursé
196,196,100228,0.0,Cash loans,F,N,N,1,121500.0,1102500.0,32364.0,1102500.0,Unaccompanied,State servant,Secondary / secondary special,Married,Municipal apartment,0.0096569999999999,9.0,1,1,1,1,1,0,Laborers,3.0,2,2,MONDAY,13,0,0,0,0,0,0,Business Entity Type 2,0.7410963179186301,0.4088706121454352,0.4258928980051529,0.0649,0.0935,0.9806,0.7348,0.0213,0.0,0.1379,0.1667,0.2083,0.0805,0.0471,0.0542,0.027,0.0983,0.0662,0.097,0.9806,0.7452,0.0192,0.0,0.1379,0.1667,0.2083,0.0824,0.0514,0.0565,0.0272,0.104,0.0656,0.0935,0.9806,0.7383,0.021,0.0,0.1379,0.1667,0.2083,0.0819,0.0479,0.0552,0.0272,0.1003,reg oper account,block of flats,0.0477,"Stone, brick",No,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,4.0,2,1,4,4,1,entre 27-40 ans,credit non remboursé
197,197,100229,0.0,Cash loans,F,N,Y,0,157500.0,544491.0,16047.0,454500.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.010147,9.0,1,1,0,1,0,0,Medicine staff,2.0,2,2,TUESDAY,17,0,0,0,0,0,0,Medicine,0.5061548086628039,0.6410123825293345,0.7597121819739279,0.088,0.0765,0.9816,0.7552,0.0213,0.0,0.1379,0.1667,0.2083,0.0482,0.0756,0.0749,0.0,0.0036,0.084,0.0749,0.9816,0.7648,0.0192,0.0,0.1379,0.1667,0.2083,0.0459,0.0771,0.0733,0.0,0.0011,0.0874,0.0761,0.9816,0.7585,0.021,0.0,0.1379,0.1667,0.2083,0.0487,0.077,0.0754,0.0,0.0031,reg oper account,block of flats,0.069,Panel,No,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,3,4,0,3,1,entre 40-50 ans,credit non remboursé
198,198,100230,0.0,Revolving loans,F,N,N,0,135000.0,405000.0,20250.0,405000.0,Children,Working,Secondary / secondary special,Married,House / apartment,0.0084739999999999,9.0,1,1,1,1,0,0,Sales staff,2.0,2,2,WEDNESDAY,11,0,0,0,0,0,0,Self-employed,0.6215554079882224,0.3715433102138179,0.180887977767074,0.088,0.0765,0.9816,0.7552,0.0213,0.0,0.1379,0.1667,0.2083,0.0482,0.0756,0.0749,0.0,0.0036,0.084,0.0749,0.9816,0.7648,0.0192,0.0,0.1379,0.1667,0.2083,0.0459,0.0771,0.0733,0.0,0.0011,0.0874,0.0761,0.9816,0.7585,0.021,0.0,0.1379,0.1667,0.2083,0.0487,0.077,0.0754,0.0,0.0031,reg oper account,block of flats,0.069,Panel,No,10.0,1.0,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,4,2,5,3,1,entre 50-65 ans,credit non remboursé
199,199,100231,0.0,Cash loans,M,Y,Y,1,108000.0,912240.0,30276.0,787500.0,"Spouse, partner",Commercial associate,Secondary / secondary special,Married,House / apartment,0.018634,9.0,1,1,0,1,0,0,Drivers,3.0,2,2,THURSDAY,9,0,0,0,0,1,1,Industry: type 3,0.5061548086628039,0.4973012633185316,0.8327850252992314,0.0701,0.1336,0.9816,0.7552,0.0213,0.0,0.1207,0.125,0.2083,0.051,0.1009,0.0736,0.0,0.0011,0.0168,0.1387,0.9737,0.7648,0.0192,0.0,0.069,0.0417,0.2083,0.0522,0.1102,0.0151,0.0,0.0012,0.0708,0.1336,0.9816,0.7585,0.021,0.0,0.1207,0.125,0.2083,0.0519,0.1026,0.0749,0.0,0.0011,reg oper account,block of flats,0.0114,"Stone, brick",No,1.0,0.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,2.0,3,3,3,2,1,entre 40-50 ans,credit non remboursé
